0.2500000000000000,0.5000000000000000,0.7500000000000000,1.0000000000000000,2.5000000000000000,5.0000000000000000,10.0000000000000000,25.0000000000000000,50.0000000000000000,75.0000000000000000,100.0000000000000000
11360.771543458432,8058.463389714832,11243.677036704588,1700.7502877503357,11160.954564615287,4673.883359876937,1548.3577134568272,1780.5585394432176,4771.886883094023,4894.543927076517,1702.1420927626
11338.109663960251,8040.911799871049,11267.29411551411,1680.2747454586063,11262.136809268271,4706.512965946173,1560.416385885302,1765.0543384195437,4793.788784905148,4875.916010577428,1721.4950580554405
11319.76830813249,8078.8775834152575,11276.840239642712,1665.6288435424292,11252.707583322406,4729.090968545598,1581.8868199461056,1751.5384276822494,4757.652643429924,4911.332452620745,1685.3440020051373
11286.651446746328,8103.375473281651,11228.546587497003,1647.9548622759241,11178.26302119882,4743.1647121178385,4983.91656930951,1797.3346116829614,4811.250680843163,4855.870659550491,1670.1701286912114
11309.37021229461,7997.617171326319,11211.811807508466,1636.0048286744388,11226.80301856997,4756.7388078777085,4964.920778203544,1724.7586766159218,4742.192195158039,4933.002345069689,1600.1941101018028
11375.972695562927,8022.754802897201,11292.380475691763,1615.855510114618,11203.074281892288,4774.1607802417075,4947.518651592068,1714.1465972121644,4832.481954110257,4831.521696131996,1626.9702486845918
11396.507571306425,8138.072683767948,11309.43008571374,1716.4674245055014,11213.229148358434,4792.365034873462,4934.148695137918,1687.9763667422112,4885.582559732981,4786.153583560332,1640.749916105705
11252.054149553669,8163.141376760966,11191.777326632531,1598.7150288790233,7897.442301069324,4802.414170680491,4922.408728880422,1662.5319570802094,4855.425788291509,4769.490129799468,1582.2499837139821
11236.47112672248,8012.010465670881,11180.164575337423,1745.8345186547315,7911.98598189488,4823.185951373984,4903.3791517232385,1674.0673797449174,4869.83654182731,4756.761919245648,1534.4705939652295
1621.544576387565,7964.144433797522,11346.247334622769,1580.4033174929525,7925.212794919723,4695.068104603372,4888.530232753729,1644.8428116534137,4904.389603652045,4807.894350070655,1551.668864207183
1604.7781385330575,8152.233730852518,11321.303264140328,1563.6498887220057,7947.513188116235,4854.983638762284,4873.398820637865,1626.5174556104994,4727.377096400034,4732.161727029102,1647.8599591693155
1670.6991377184017,8122.003642783467,11124.547294576292,1544.374180518976,7962.242346466367,4873.958332656225,4858.7776706233635,1611.3776817508817,4921.535698535915,4718.479744799395,1731.4232416552657
1636.9929003454001,7975.463481482814,11160.077650739142,1766.2777555607347,7989.667448083603,4926.541397588605,4842.67969604253,1591.9561452786136,4710.805639263908,4949.821968063157,1504.2602365767495
1648.7345072893718,7949.957316422179,11147.113100410383,1730.7401262103444,7978.170294732683,4888.730024999618,4826.034437476317,1564.1835035351182,4696.127517065983,4962.4177234029075,1487.8570183953727
1685.1047291368,7928.959311860453,11110.824812903948,1523.1154958823242,8007.335861426896,4955.276332204996,4810.162404059079,1583.6137221208303,4937.992060043408,4809.913957376222,1754.8320702099886
1568.726248870464,8182.423519803908,11094.143738535322,1779.519539264452,8023.922603763582,4938.83984057515,4793.299536069888,1540.0275309591163,4954.252939871292,4680.36132660102,1569.882789763669
11221.417013810931,8200.786192768446,11358.79691659678,1511.673493792048,8171.397215338226,4910.992630710312,4764.812832669177,1525.3235864219578,4968.635204943956,4659.519578507619,1528.227340191728
1585.4547453650193,7913.790036156488,11377.279153796522,1477.5459203244675,8158.397244335733,4847.172875873416,4780.384261841862,1501.1685878614903,4831.311434261407,4690.888779004606,1770.5807848977645
11178.52325772267,8095.692556744893,11074.321273887192,1493.580938593023,8142.421066642472,4974.420149386768,4744.5954196313805,1510.3516771724346,4676.40131702638,4642.890365578247,1475.8540379702356
11417.29306742769,1503.2747277015046,11389.109278149437,1803.622804116312,8051.671689099612,4654.407700036231,4729.865498277294,1479.0879340130055,4659.09217200243,4982.655113798073,1456.5965198070571
1702.6931596478246,1530.8859577792211,11060.576688648905,1463.899605188631,8121.120606215035,4996.195184903462,4714.281586396335,1464.9676309003205,5008.463567828955,4861.302874442053,1786.580654404904
11204.343678430274,1548.2396684334524,11040.133825982015,1447.4185261278305,8074.1199862732465,5010.357570374057,4680.026711459867,1438.0964087380205,4992.45161972966,4990.963656271089,4911.208427023634
1555.690452162218,1564.129049595697,11410.213834858643,4686.815944109474,8065.45827779257,4622.624771599276,4695.493880990917,1447.6720149371256,5021.890156327871,4715.0534321660925,4942.93977235864
11192.935806856905,1577.5362281699736,4768.750591698893,4739.806662732647,8099.747936683023,1651.6216516469428,5004.86739115636,1414.5240999907649,4639.658625156783,1656.6443230860746,4927.991055752019
11158.913462330365,11324.23795248531,4786.70563919878,4717.445628045391,8109.3029597187215,1668.3432663086455,5017.705941727974,7850.499165738095,8179.575859462167,1681.755443180261,4963.41387458478
1537.247566469683,11229.608316607426,4805.750777330183,4756.085651420968,5013.534099219935,1631.672977459804,8192.517084790032,7870.22396269244,8090.709546933799,1670.389263308016,4888.941511502151
1719.633597837236,11306.206550968687,4746.411626841169,4772.711800588301,4993.190325121967,1684.4279533657982,8170.2857077467115,7884.279875952007,8111.017695727687,1704.5841469173733,4874.6287651139455
11139.72709593605,11241.303867645616,4734.877876079925,4813.951052022104,4979.57062852497,1700.4933894398537,8159.641969640292,7909.84424241068,8161.696651396573,1639.4317559931426,1442.9737517580852
1461.0941491771387,11261.570440194557,4721.43187039027,4702.3703071261725,4954.573101982142,1717.1983625951866,8144.983344134402,7931.282387101398,8146.068776350224,1628.105711952377,4859.923735514417
