1.0000000000000000,2.5000000000000000,5.0000000000000000,7.5000000000000000,10.0000000000000000,12.5000000000000000,25.0000000000000000,37.5000000000000000,50.0000000000000000,62.5000000000000000,75.0000000000000000,87.5000000000000000,100.0000000000000000
23,24,34,16,12,18,1,1,1,1,1,1,1
36,12,38,11,15,28,6,1,1,1,1,1,1
32,23,37,14,21,12,5,1,1,1,1,1,1
62,45,40,18,18,11,3,1,1,1,1,1,1
42,29,26,35,11,16,3,1,1,1,1,1,1
41,54,15,18,22,12,5,2,1,1,1,1,1
28,44,23,18,17,21,6,1,1,1,1,1,1
15,56,30,22,26,15,4,1,1,1,1,1,1
43,27,15,16,23,9,5,2,1,1,1,1,1
31,28,21,30,22,14,2,1,1,1,1,1,1
42,33,25,11,18,21,4,1,1,1,1,1,1
34,56,52,23,16,17,4,1,1,1,1,1,1
51,34,29,20,35,18,7,3,1,1,1,1,1
52,42,34,16,18,33,3,2,1,1,1,1,1
58,60,21,27,22,14,2,2,2,1,1,1,1
23,47,33,25,15,11,6,1,1,1,1,1,1
22,41,26,50,21,19,6,1,1,1,1,1,1
32,20,24,15,20,11,2,1,1,1,1,1,1
44,45,37,29,11,21,6,2,1,1,1,1,1
33,45,20,40,22,19,2,1,1,1,1,1,1
15,21,33,27,13,16,7,1,1,1,1,1,1
37,20,42,25,14,16,2,3,1,1,1,1,1
30,42,31,27,35,17,5,1,1,1,1,1,1
31,16,29,20,27,25,3,1,1,1,1,1,1
31,60,13,24,23,13,4,1,1,1,1,1,1
21,18,31,38,16,13,6,1,1,1,1,1,1
44,33,21,19,37,9,1,1,1,1,1,1,1
37,39,14,15,18,8,9,1,1,1,1,1,1
20,47,58,21,20,14,7,1,1,1,1,1,1
27,20,32,33,17,20,5,1,1,1,1,1,1
7,60,30,35,26,14,2,1,1,1,1,1,1
19,26,41,27,16,14,4,1,1,1,1,1,1
35,11,24,30,24,15,2,2,1,1,1,1,1
21,34,36,34,22,20,9,1,1,1,1,1,1
23,27,43,21,20,14,8,1,1,1,1,1,1
61,37,19,31,18,15,4,2,1,1,1,1,1
13,58,30,16,27,24,4,3,1,1,1,1,1
37,34,42,28,25,14,4,1,1,1,1,1,1
20,29,13,20,8,45,4,1,1,1,1,1,1
29,18,42,30,22,22,2,1,1,1,1,1,1
26,53,34,31,25,14,6,1,1,1,1,1,1
14,75,38,24,25,19,4,2,1,1,1,1,1
28,39,25,34,18,17,5,1,1,1,1,1,1
16,33,17,25,27,13,7,1,1,1,1,1,1
19,10,23,29,15,19,3,2,1,1,1,1,1
25,35,45,29,27,15,4,1,1,1,1,1,1
16,46,32,18,21,13,4,1,1,1,1,1,1
49,18,29,16,18,21,3,1,1,1,1,1,1
37,22,30,30,22,20,3,1,1,1,1,1,1
38,42,28,34,25,18,3,4,1,1,1,1,1
